name,artists,daily_rank,country,snapshot_date,album_name,danceability,energy,acousticness,valence
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",43,US,2024-01-21,Que Onda,0.808,0.944,0.183,0.937
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,44,US,2024-01-21,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
Lovers Rock,TV Girl,45,US,2024-01-21,French Exit,0.559,0.871,7.53e-06,0.572
exes,Tate McRae,46,US,2024-01-21,THINK LATER,0.821,0.575,0.173,0.611
BELLAKEO,"Peso Pluma, Anitta",47,US,2024-01-21,BELLAKEO,0.72,0.88,0.0562,0.463
Wasted On You,Morgan Wallen,48,US,2024-01-21,Dangerous: The Double Album,0.505,0.657,0.373,0.252
HARLEY QUINN,"Fuerza Regida, Marshmello",49,US,2024-01-21,Pa las Baby's Y Belikeada,0.815,0.741,0.0277,0.591
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",50,US,2024-01-21,UTOPIA,0.569,0.882,0.0316,0.201
Lovin On Me,Jack Harlow,1,US,2024-01-20,Lovin On Me,0.943,0.558,0.0026,0.606
redrum,21 Savage,2,US,2024-01-20,american dream,0.624,0.74,0.00529,0.246
Stick Season,Noah Kahan,3,US,2024-01-20,Stick Season,0.662,0.488,0.782,0.817
"yes, and?",Ariana Grande,4,US,2024-01-20,"yes, and?",0.788,0.758,0.198,0.823
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",5,US,2024-01-20,Zach Bryan,0.429,0.453,0.554,0.155
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",6,US,2024-01-20,ORQUÍDEAS,0.685,0.61,0.00348,0.464
My Love Mine All Mine,Mitski,7,US,2024-01-20,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
La Diabla,Xavi,8,US,2024-01-20,La Diabla,0.751,0.819,0.255,0.697
née-nah,"21 Savage, Travis Scott, Metro Boomin",9,US,2024-01-20,american dream,0.678,0.758,0.00495,0.318
greedy,Tate McRae,10,US,2024-01-20,greedy,0.75,0.733,0.256,0.844
Cruel Summer,Taylor Swift,11,US,2024-01-20,Lover,0.552,0.702,0.117,0.564
Never Lose Me,Flo Milli,12,US,2024-01-20,Never Lose Me,0.781,0.567,0.0504,0.0743
n.h.i.e.,"21 Savage, Doja Cat",13,US,2024-01-20,american dream,0.818,0.512,0.093,0.155
Something in the Orange,Zach Bryan,14,US,2024-01-20,Something in the Orange,0.369,0.192,0.555,0.148
FTCU,Nicki Minaj,15,US,2024-01-20,Pink Friday 2,0.928,0.458,0.0175,0.242
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",16,US,2024-01-20,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
La Víctima,Xavi,17,US,2024-01-20,La Víctima,0.778,0.835,0.152,0.666
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",18,US,2024-01-20,For All The Dogs,0.645,0.729,0.0377,0.142
500lbs,Lil Tecca,19,US,2024-01-20,TEC,0.722,0.785,0.0942,0.529
Agora Hills,Doja Cat,20,US,2024-01-20,Scarlet,0.755,0.687,0.183,0.381
all of me,21 Savage,21,US,2024-01-20,american dream,0.653,0.805,0.12,0.791
Feather,Sabrina Carpenter,22,US,2024-01-20,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",23,US,2024-01-20,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
Lose Control,Teddy Swims,24,US,2024-01-20,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Last Night,Morgan Wallen,25,US,2024-01-20,One Thing At A Time,0.492,0.675,0.467,0.478
IDGAF (feat. Yeat),"Drake, Yeat",26,US,2024-01-20,For All The Dogs,0.663,0.67,0.0464,0.138
I KNOW ?,Travis Scott,27,US,2024-01-20,UTOPIA,0.927,0.619,0.0186,0.817
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",28,US,2024-01-20,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
Paint The Town Red,Doja Cat,29,US,2024-01-20,Scarlet,0.864,0.556,0.255,0.726
First Person Shooter (feat. J. Cole),"Drake, J. Cole",30,US,2024-01-20,For All The Dogs,0.47,0.64,0.0277,0.248
Snooze,SZA,31,US,2024-01-20,SOS,0.559,0.551,0.141,0.392
vampire,Olivia Rodrigo,32,US,2024-01-20,GUTS,0.511,0.532,0.177,0.35
No Role Modelz,J. Cole,33,US,2024-01-20,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
Murder On The Dancefloor,Sophie Ellis-Bextor,34,US,2024-01-20,Read My Lips,0.73,0.849,0.00234,0.887
fukumean,Gunna,35,US,2024-01-20,a Gift & a Curse,0.847,0.622,0.119,0.22
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,36,US,2024-01-20,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",37,US,2024-01-20,Flower Boy,0.558,0.559,0.371,0.62
act ii: date @ 8,4batz,38,US,2024-01-20,act ii: date @ 8,0.747,0.435,0.543,0.673
Pink + White,Frank Ocean,39,US,2024-01-20,Blonde,0.545,0.545,0.667,0.549
Lovers Rock,TV Girl,40,US,2024-01-20,French Exit,0.559,0.871,7.53e-06,0.572
Thinkin’ Bout Me,Morgan Wallen,41,US,2024-01-20,One Thing At A Time,0.656,0.757,0.492,0.429
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",42,US,2024-01-20,Que Onda,0.808,0.944,0.183,0.937
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,43,US,2024-01-20,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
Heartless,Kanye West,44,US,2024-01-20,808s & Heartbreak,0.79,0.647,0.0515,0.654
exes,Tate McRae,45,US,2024-01-20,THINK LATER,0.821,0.575,0.173,0.611
sneaky,21 Savage,46,US,2024-01-20,american dream,0.742,0.686,0.000375,0.312
Not Allowed,TV Girl,47,US,2024-01-20,Who Really Cares,0.67,0.905,0.669,0.563
Wasted On You,Morgan Wallen,48,US,2024-01-20,Dangerous: The Double Album,0.505,0.657,0.373,0.252
Father Stretch My Hands Pt. 1,Kanye West,49,US,2024-01-20,The Life Of Pablo,0.724,0.573,0.118,0.438
Shut up My Moms Calling,Hotel Ugly,50,US,2024-01-20,Shut up My Moms Calling,0.485,0.409,0.325,0.376
"yes, and?",Ariana Grande,1,US,2024-01-19,"yes, and?",0.788,0.758,0.198,0.823
Lovin On Me,Jack Harlow,2,US,2024-01-19,Lovin On Me,0.943,0.558,0.0026,0.606
redrum,21 Savage,3,US,2024-01-19,american dream,0.624,0.74,0.00529,0.246
Stick Season,Noah Kahan,4,US,2024-01-19,Stick Season,0.662,0.488,0.782,0.817
My Love Mine All Mine,Mitski,5,US,2024-01-19,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",6,US,2024-01-19,Zach Bryan,0.429,0.453,0.554,0.155
La Diabla,Xavi,7,US,2024-01-19,La Diabla,0.751,0.819,0.255,0.697
née-nah,"21 Savage, Travis Scott, Metro Boomin",8,US,2024-01-19,american dream,0.678,0.758,0.00495,0.318
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",9,US,2024-01-19,ORQUÍDEAS,0.685,0.61,0.00348,0.464
greedy,Tate McRae,10,US,2024-01-19,greedy,0.75,0.733,0.256,0.844
Cruel Summer,Taylor Swift,11,US,2024-01-19,Lover,0.552,0.702,0.117,0.564
Never Lose Me,Flo Milli,12,US,2024-01-19,Never Lose Me,0.781,0.567,0.0504,0.0743
FTCU,Nicki Minaj,13,US,2024-01-19,Pink Friday 2,0.928,0.458,0.0175,0.242
n.h.i.e.,"21 Savage, Doja Cat",14,US,2024-01-19,american dream,0.818,0.512,0.093,0.155
Something in the Orange,Zach Bryan,15,US,2024-01-19,Something in the Orange,0.369,0.192,0.555,0.148
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",16,US,2024-01-19,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
La Víctima,Xavi,17,US,2024-01-19,La Víctima,0.778,0.835,0.152,0.666
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",18,US,2024-01-19,For All The Dogs,0.645,0.729,0.0377,0.142
Agora Hills,Doja Cat,19,US,2024-01-19,Scarlet,0.755,0.687,0.183,0.381
500lbs,Lil Tecca,20,US,2024-01-19,TEC,0.722,0.785,0.0942,0.529
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",21,US,2024-01-19,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
IDGAF (feat. Yeat),"Drake, Yeat",22,US,2024-01-19,For All The Dogs,0.663,0.67,0.0464,0.138
Feather,Sabrina Carpenter,23,US,2024-01-19,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
all of me,21 Savage,24,US,2024-01-19,american dream,0.653,0.805,0.12,0.791
Lose Control,Teddy Swims,25,US,2024-01-19,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
I KNOW ?,Travis Scott,26,US,2024-01-19,UTOPIA,0.927,0.619,0.0186,0.817
Paint The Town Red,Doja Cat,27,US,2024-01-19,Scarlet,0.864,0.556,0.255,0.726
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",28,US,2024-01-19,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
Last Night,Morgan Wallen,29,US,2024-01-19,One Thing At A Time,0.492,0.675,0.467,0.478
fukumean,Gunna,30,US,2024-01-19,a Gift & a Curse,0.847,0.622,0.119,0.22
First Person Shooter (feat. J. Cole),"Drake, J. Cole",31,US,2024-01-19,For All The Dogs,0.47,0.64,0.0277,0.248
Snooze,SZA,32,US,2024-01-19,SOS,0.559,0.551,0.141,0.392
vampire,Olivia Rodrigo,33,US,2024-01-19,GUTS,0.511,0.532,0.177,0.35
Pink + White,Frank Ocean,34,US,2024-01-19,Blonde,0.545,0.545,0.667,0.549
Murder On The Dancefloor,Sophie Ellis-Bextor,35,US,2024-01-19,Read My Lips,0.73,0.849,0.00234,0.887
No Role Modelz,J. Cole,36,US,2024-01-19,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",37,US,2024-01-19,Flower Boy,0.558,0.559,0.371,0.62
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,38,US,2024-01-19,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
Lovers Rock,TV Girl,39,US,2024-01-19,French Exit,0.559,0.871,7.53e-06,0.572
act ii: date @ 8,4batz,40,US,2024-01-19,act ii: date @ 8,0.718,0.417,0.435,0.749
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,41,US,2024-01-19,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
Thinkin’ Bout Me,Morgan Wallen,42,US,2024-01-19,One Thing At A Time,0.656,0.757,0.492,0.429
exes,Tate McRae,43,US,2024-01-19,THINK LATER,0.821,0.575,0.173,0.611
Not Allowed,TV Girl,44,US,2024-01-19,Who Really Cares,0.67,0.905,0.669,0.563
Kill Bill,SZA,45,US,2024-01-19,SOS,0.644,0.735,0.0521,0.418
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",46,US,2024-01-19,UTOPIA,0.569,0.882,0.0316,0.201
Que Onda,"Calle 24, Chino Pacas, Fuerza Regida",47,US,2024-01-19,Que Onda,0.808,0.944,0.183,0.937
BELLAKEO,"Peso Pluma, Anitta",48,US,2024-01-19,BELLAKEO,0.72,0.88,0.0562,0.463
HARLEY QUINN,"Fuerza Regida, Marshmello",49,US,2024-01-19,Pa las Baby's Y Belikeada,0.815,0.741,0.0277,0.591
Shut up My Moms Calling,Hotel Ugly,50,US,2024-01-19,Shut up My Moms Calling,0.485,0.409,0.325,0.376
"yes, and?",Ariana Grande,1,US,2024-01-18,"yes, and?",0.788,0.758,0.198,0.823
redrum,21 Savage,2,US,2024-01-18,american dream,0.624,0.74,0.00529,0.246
Lovin On Me,Jack Harlow,3,US,2024-01-18,Lovin On Me,0.943,0.558,0.0026,0.606
Stick Season,Noah Kahan,4,US,2024-01-18,Stick Season,0.662,0.488,0.782,0.817
My Love Mine All Mine,Mitski,5,US,2024-01-18,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
née-nah,"21 Savage, Travis Scott, Metro Boomin",6,US,2024-01-18,american dream,0.678,0.758,0.00495,0.318
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",7,US,2024-01-18,Zach Bryan,0.429,0.453,0.554,0.155
La Diabla,Xavi,8,US,2024-01-18,La Diabla,0.751,0.819,0.255,0.697
greedy,Tate McRae,9,US,2024-01-18,greedy,0.75,0.733,0.256,0.844
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",10,US,2024-01-18,ORQUÍDEAS,0.685,0.61,0.00348,0.464
Cruel Summer,Taylor Swift,11,US,2024-01-18,Lover,0.552,0.702,0.117,0.564
n.h.i.e.,"21 Savage, Doja Cat",12,US,2024-01-18,american dream,0.818,0.512,0.093,0.155
FTCU,Nicki Minaj,13,US,2024-01-18,Pink Friday 2,0.928,0.458,0.0175,0.242
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",14,US,2024-01-18,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
Never Lose Me,Flo Milli,15,US,2024-01-18,Never Lose Me,0.781,0.567,0.0504,0.0743
Something in the Orange,Zach Bryan,16,US,2024-01-18,Something in the Orange,0.369,0.192,0.555,0.148
all of me,21 Savage,17,US,2024-01-18,american dream,0.653,0.805,0.12,0.791
La Víctima,Xavi,18,US,2024-01-18,La Víctima,0.778,0.835,0.152,0.666
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",19,US,2024-01-18,For All The Dogs,0.645,0.729,0.0377,0.142
500lbs,Lil Tecca,20,US,2024-01-18,TEC,0.722,0.785,0.0942,0.529
Agora Hills,Doja Cat,21,US,2024-01-18,Scarlet,0.755,0.687,0.183,0.381
IDGAF (feat. Yeat),"Drake, Yeat",22,US,2024-01-18,For All The Dogs,0.663,0.67,0.0464,0.138
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",23,US,2024-01-18,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
Pink + White,Frank Ocean,24,US,2024-01-18,Blonde,0.545,0.545,0.667,0.549
fukumean,Gunna,25,US,2024-01-18,a Gift & a Curse,0.847,0.622,0.119,0.22
I KNOW ?,Travis Scott,26,US,2024-01-18,UTOPIA,0.927,0.619,0.0186,0.817
Lose Control,Teddy Swims,27,US,2024-01-18,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
Paint The Town Red,Doja Cat,28,US,2024-01-18,Scarlet,0.864,0.556,0.255,0.726
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",29,US,2024-01-18,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
Snooze,SZA,30,US,2024-01-18,SOS,0.559,0.551,0.141,0.392
Last Night,Morgan Wallen,31,US,2024-01-18,One Thing At A Time,0.492,0.675,0.467,0.478
vampire,Olivia Rodrigo,32,US,2024-01-18,GUTS,0.511,0.532,0.177,0.35
First Person Shooter (feat. J. Cole),"Drake, J. Cole",33,US,2024-01-18,For All The Dogs,0.47,0.64,0.0277,0.248
Feather,Sabrina Carpenter,34,US,2024-01-18,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",35,US,2024-01-18,Flower Boy,0.558,0.559,0.371,0.62
Murder On The Dancefloor,Sophie Ellis-Bextor,36,US,2024-01-18,Read My Lips,0.73,0.849,0.00234,0.887
No Role Modelz,J. Cole,37,US,2024-01-18,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
pop ur shit,"21 Savage, Young Thug, Metro Boomin",38,US,2024-01-18,american dream,0.86,0.497,0.327,0.29
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,39,US,2024-01-18,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
dangerous,"21 Savage, Lil Durk, Metro Boomin",40,US,2024-01-18,american dream,0.755,0.835,0.0635,0.575
Lovers Rock,TV Girl,41,US,2024-01-18,French Exit,0.559,0.871,7.53e-06,0.572
sneaky,21 Savage,42,US,2024-01-18,american dream,0.742,0.686,0.000375,0.312
Kill Bill,SZA,43,US,2024-01-18,SOS,0.644,0.735,0.0521,0.418
act ii: date @ 8,4batz,44,US,2024-01-18,act ii: date @ 8,0.718,0.417,0.435,0.749
Not Allowed,TV Girl,45,US,2024-01-18,Who Really Cares,0.67,0.905,0.669,0.563
exes,Tate McRae,46,US,2024-01-18,THINK LATER,0.821,0.575,0.173,0.611
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",47,US,2024-01-18,UTOPIA,0.569,0.882,0.0316,0.201
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,48,US,2024-01-18,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
Thinkin’ Bout Me,Morgan Wallen,49,US,2024-01-18,One Thing At A Time,0.656,0.757,0.492,0.429
HARLEY QUINN,"Fuerza Regida, Marshmello",50,US,2024-01-18,Pa las Baby's Y Belikeada,0.815,0.741,0.0277,0.591
"yes, and?",Ariana Grande,1,US,2024-01-17,"yes, and?",0.788,0.758,0.198,0.823
Lovin On Me,Jack Harlow,2,US,2024-01-17,Lovin On Me,0.943,0.558,0.0026,0.606
redrum,21 Savage,3,US,2024-01-17,american dream,0.624,0.74,0.00529,0.246
Stick Season,Noah Kahan,4,US,2024-01-17,Stick Season,0.662,0.488,0.782,0.817
My Love Mine All Mine,Mitski,5,US,2024-01-17,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
née-nah,"21 Savage, Travis Scott, Metro Boomin",6,US,2024-01-17,american dream,0.678,0.758,0.00495,0.318
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",7,US,2024-01-17,Zach Bryan,0.429,0.453,0.554,0.155
La Diabla,Xavi,8,US,2024-01-17,La Diabla,0.751,0.819,0.255,0.697
greedy,Tate McRae,9,US,2024-01-17,greedy,0.75,0.733,0.256,0.844
Cruel Summer,Taylor Swift,10,US,2024-01-17,Lover,0.552,0.702,0.117,0.564
n.h.i.e.,"21 Savage, Doja Cat",11,US,2024-01-17,american dream,0.818,0.512,0.093,0.155
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",12,US,2024-01-17,ORQUÍDEAS,0.685,0.61,0.00348,0.464
FTCU,Nicki Minaj,13,US,2024-01-17,Pink Friday 2,0.928,0.458,0.0175,0.242
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",14,US,2024-01-17,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
Something in the Orange,Zach Bryan,15,US,2024-01-17,Something in the Orange,0.369,0.192,0.555,0.148
all of me,21 Savage,16,US,2024-01-17,american dream,0.653,0.805,0.12,0.791
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",17,US,2024-01-17,For All The Dogs,0.645,0.729,0.0377,0.142
Agora Hills,Doja Cat,18,US,2024-01-17,Scarlet,0.755,0.687,0.183,0.381
La Víctima,Xavi,19,US,2024-01-17,La Víctima,0.778,0.835,0.152,0.666
500lbs,Lil Tecca,20,US,2024-01-17,TEC,0.722,0.785,0.0942,0.529
Never Lose Me,Flo Milli,21,US,2024-01-17,Never Lose Me,0.781,0.567,0.0504,0.0743
Paint The Town Red,Doja Cat,22,US,2024-01-17,Scarlet,0.864,0.556,0.255,0.726
fukumean,Gunna,23,US,2024-01-17,a Gift & a Curse,0.847,0.622,0.119,0.22
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",24,US,2024-01-17,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
Last Night,Morgan Wallen,25,US,2024-01-17,One Thing At A Time,0.492,0.675,0.467,0.478
vampire,Olivia Rodrigo,26,US,2024-01-17,GUTS,0.511,0.532,0.177,0.35
IDGAF (feat. Yeat),"Drake, Yeat",27,US,2024-01-17,For All The Dogs,0.663,0.67,0.0464,0.138
Snooze,SZA,28,US,2024-01-17,SOS,0.559,0.551,0.141,0.392
Lose Control,Teddy Swims,29,US,2024-01-17,I've Tried Everything But Therapy (Part 1),0.561,0.604,0.199,0.242
I KNOW ?,Travis Scott,30,US,2024-01-17,UTOPIA,0.927,0.619,0.0186,0.817
See You Again (feat. Kali Uchis),"Tyler, The Creator, Kali Uchis",31,US,2024-01-17,Flower Boy,0.558,0.559,0.371,0.62
"One Of The Girls (with JENNIE, Lily Rose Depp)","The Weeknd, JENNIE, Lily-Rose Depp",32,US,2024-01-17,The Idol Episode 4 (Music from the HBO Original Series),0.522,0.641,0.0545,0.202
pop ur shit,"21 Savage, Young Thug, Metro Boomin",33,US,2024-01-17,american dream,0.86,0.497,0.327,0.29
Pink + White,Frank Ocean,34,US,2024-01-17,Blonde,0.545,0.545,0.667,0.549
Feather,Sabrina Carpenter,35,US,2024-01-17,emails i can’t send fwd:,0.787,0.686,0.0893,0.836
Murder On The Dancefloor,Sophie Ellis-Bextor,36,US,2024-01-17,Read My Lips,0.73,0.849,0.00234,0.887
dangerous,"21 Savage, Lil Durk, Metro Boomin",37,US,2024-01-17,american dream,0.755,0.835,0.0635,0.575
sneaky,21 Savage,38,US,2024-01-17,american dream,0.742,0.686,0.000375,0.312
First Person Shooter (feat. J. Cole),"Drake, J. Cole",39,US,2024-01-17,For All The Dogs,0.47,0.64,0.0277,0.248
No Role Modelz,J. Cole,40,US,2024-01-17,2014 Forest Hills Drive,0.69,0.521,0.324,0.494
"What Was I Made For? [From The Motion Picture ""Barbie""]",Billie Eilish,41,US,2024-01-17,"What Was I Made For? [From The Motion Picture ""Barbie""]",0.444,0.0911,0.959,0.142
Is It Over Now? (Taylor's Version) (From The Vault),Taylor Swift,42,US,2024-01-17,1989 (Taylor's Version),0.596,0.658,0.0504,0.176
Lovers Rock,TV Girl,43,US,2024-01-17,French Exit,0.559,0.871,7.53e-06,0.572
Kill Bill,SZA,44,US,2024-01-17,SOS,0.644,0.735,0.0521,0.418
exes,Tate McRae,45,US,2024-01-17,THINK LATER,0.821,0.575,0.173,0.611
should've wore a bonnet,"21 Savage, Brent Faiyaz",46,US,2024-01-17,american dream,0.607,0.754,0.041,0.419
Thinkin’ Bout Me,Morgan Wallen,47,US,2024-01-17,One Thing At A Time,0.656,0.757,0.492,0.429
Sweater Weather,The Neighbourhood,48,US,2024-01-17,I Love You.,0.612,0.807,0.0495,0.398
Not Allowed,TV Girl,49,US,2024-01-17,Who Really Cares,0.67,0.905,0.669,0.563
FE!N (feat. Playboi Carti),"Travis Scott, Playboi Carti",50,US,2024-01-17,UTOPIA,0.569,0.882,0.0316,0.201
"yes, and?",Ariana Grande,1,US,2024-01-16,"yes, and?",0.788,0.758,0.198,0.823
Lovin On Me,Jack Harlow,2,US,2024-01-16,Lovin On Me,0.943,0.558,0.0026,0.606
redrum,21 Savage,3,US,2024-01-16,american dream,0.624,0.74,0.00529,0.246
née-nah,"21 Savage, Travis Scott, Metro Boomin",4,US,2024-01-16,american dream,0.678,0.758,0.00495,0.318
Stick Season,Noah Kahan,5,US,2024-01-16,Stick Season,0.662,0.488,0.782,0.817
My Love Mine All Mine,Mitski,6,US,2024-01-16,The Land Is Inhospitable and So Are We,0.504,0.308,0.868,0.121
I Remember Everything (feat. Kacey Musgraves),"Zach Bryan, Kacey Musgraves",7,US,2024-01-16,Zach Bryan,0.429,0.453,0.554,0.155
La Diabla,Xavi,8,US,2024-01-16,La Diabla,0.751,0.819,0.255,0.697
greedy,Tate McRae,9,US,2024-01-16,greedy,0.75,0.733,0.256,0.844
n.h.i.e.,"21 Savage, Doja Cat",10,US,2024-01-16,american dream,0.818,0.512,0.093,0.155
Cruel Summer,Taylor Swift,11,US,2024-01-16,Lover,0.552,0.702,0.117,0.564
all of me,21 Savage,12,US,2024-01-16,american dream,0.653,0.805,0.12,0.791
Igual Que Un Ángel (with Peso Pluma),"Kali Uchis, Peso Pluma",13,US,2024-01-16,ORQUÍDEAS,0.685,0.61,0.00348,0.464
FTCU,Nicki Minaj,14,US,2024-01-16,Pink Friday 2,0.928,0.458,0.0175,0.242
Rich Baby Daddy (feat. Sexyy Red & SZA),"Drake, Sexyy Red, SZA",15,US,2024-01-16,For All The Dogs,0.645,0.729,0.0377,0.142
Surround Sound (feat. 21 Savage & Baby Tate),"JID, 21 Savage, Baby Tate",16,US,2024-01-16,The Forever Story (Extended Version),0.575,0.56,0.173,0.471
Agora Hills,Doja Cat,17,US,2024-01-16,Scarlet,0.755,0.687,0.183,0.381
Something in the Orange,Zach Bryan,18,US,2024-01-16,Something in the Orange,0.369,0.192,0.555,0.148
pop ur shit,"21 Savage, Young Thug, Metro Boomin",19,US,2024-01-16,american dream,0.86,0.497,0.327,0.29
La Víctima,Xavi,20,US,2024-01-16,La Víctima,0.778,0.835,0.152,0.666
Paint The Town Red,Doja Cat,21,US,2024-01-16,Scarlet,0.864,0.556,0.255,0.726
500lbs,Lil Tecca,22,US,2024-01-16,TEC,0.722,0.785,0.0942,0.529
sneaky,21 Savage,23,US,2024-01-16,american dream,0.742,0.686,0.000375,0.312
dangerous,"21 Savage, Lil Durk, Metro Boomin",24,US,2024-01-16,american dream,0.755,0.835,0.0635,0.575
Never Lose Me,Flo Milli,25,US,2024-01-16,Never Lose Me,0.781,0.567,0.0504,0.0743
IDGAF (feat. Yeat),"Drake, Yeat",26,US,2024-01-16,For All The Dogs,0.663,0.67,0.0464,0.138
Popular (with Playboi Carti & Madonna) - Music from the HBO Original Series,"The Weeknd, Playboi Carti, Madonna",27,US,2024-01-16,Popular (Music from the HBO Original Series),0.855,0.678,0.0569,0.852
